eegRawValue,attention,meditation,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,Value
-301,48,54,319645,265930,16771383,16767305,16772791,16749232,16020,2784,Tag0,D
-262,63,66,1302480,23943,16763880,16747006,9207,31181,20534,3962,Tag0,D
-344,48,54,1233723,226457,6820,16748713,16763149,16747845,13739,13530,Tag0,D
23,47,56,92600,93726,18084,16749851,16755630,26004,12960,5092,Tag0,D
-340,60,66,423917,16762892,16759104,16754805,16760614,16744900,16987,7822,Tag0,D
71,38,66,2070401,41312,34480,104959,16771609,26247,26113,15729,Tag0,D
28,44,84,1500770,77857,16757359,20845,16754334,28036,18319,5774,Tag0,D
29,48,88,869652,16770981,23527,22468,29105,21311,8897,6652,Tag0,D
-290,47,75,1899308,265724,16769225,16751962,22508,78202,16744464,12696,Tag0,D
-284,57,53,911655,157174,12657,16768522,24626,32478,15371,7197,Tag0,D
66,50,48,191753,16746908,199,13746,5410,5723,6493,2136,Tag0,D
4,57,48,972399,37815,87646,5263,16751940,80143,13826,15260,Tag0,D
57,57,53,98596,41623,16745925,19474,16082,29908,13289,9100,Tag0,D
-263,53,51,515765,105421,16753224,16767692,48636,29036,16075,10381,Tag0,D
-301,48,50,1092468,346845,16772501,16762409,16747465,16749758,30580,4688,Tag0,D
53,27,34,82364,41189,10467,5829,21687,13470,10018,2436,Tag0,D
23,34,35,643717,16765172,17668,20861,13314,25733,7043,3306,Tag0,D
53,30,23,706086,301561,21513,16756956,34368,16753773,10900,7060,Tag0,D
23,40,24,311564,48838,15970,16746933,25769,24037,20158,4129,Tag0,D
-261,51,37,623229,39357,13471,30785,17690,16746819,24128,9198,Tag0,D
28,47,21,565256,44872,7817,14980,13490,30165,14729,9100,Tag0,D
49,57,29,1226388,52133,28987,19976,16754688,32583,8455,4385,Tag0,D
-96,63,48,511425,16762581,16762094,75246,16746545,31268,18763,7150,Tag0,D
-128,70,34,995421,49455,2811,13035,24058,16764857,6478,6743,Tag0,D
-299,70,50,39678,16757568,10368,16775377,82786,28365,14003,3472,Tag0,D
21,77,61,1747472,16770520,16649,16768672,23956,16751074,18857,5638,Tag0,D
-364,63,47,1395108,223373,20878,97325,16767143,25357,31480,3837,Tag0,D
89,53,70,652451,59189,85452,13371,28173,16757050,8826,10211,Tag0,D
-257,34,87,162936,16756368,16753028,67124,18152,9404,16622,12245,Tag0,D
80,21,94,95421,16759983,16773407,21649,13980,16948,7789,7328,Tag0,D
-284,27,100,335849,65084,75768,11635,9442,23130,15785,7490,Tag0,D
-79,21,100,695508,19209,176,14133,3567,5300,4825,679,Tag0,D
-471,37,75,324627,90095,16748854,1332,16766407,20791,7424,12664,Tag0,D
-112,53,53,2196292,145516,32332,16749408,71203,82511,24469,13804,Tag0,D
35,41,35,915371,246361,15951,16752506,16746262,16947,9930,7780,Tag0,D
-332,37,47,474800,87115,147000,19998,16745444,24506,14725,17605,Tag0,D
-261,29,54,87447,200327,78993,16753986,16760293,30722,12691,5368,Tag0,D
-280,84,56,1340985,370129,89472,75649,83926,79899,21462,5398,Tag0,D
-20,64,56,53252,19712,10355,4543,3824,1987,3229,581,Tag0,D
-619,61,51,2299277,592991,138257,16773823,148047,69029,20895,7401,Tag0,D
152,60,54,1172639,216359,16751302,83674,16771239,83356,18923,5681,Tag0,D
-280,67,63,392274,27132,16751284,5766,26901,18143,7184,2290,Tag0,D
-382,81,66,915625,46142,155566,118862,227140,97574,16775870,6395,Tag0,D
-867,93,56,2224236,191598,11694,31063,42682,94332,17939,12897,Tag0,D
-157,88,57,438729,376446,55915,227970,124729,53074,16770123,6792,Tag0,D
179,83,61,421069,16755709,16766269,30814,22700,20822,7667,2685,Tag0,D
13,81,48,934518,540677,77175,16757008,16763043,58877,16758370,4739,Tag0,D
33,90,61,204491,29981,17641,11021,18368,16758559,5444,2521,Tag0,D
104,88,54,1680571,401454,94640,16761429,35014,81022,16198,12073,Tag0,D
72,84,50,145549,16108,3643,14172,7763,4839,2118,338,Tag0,D
-376,75,48,2000519,538765,16748613,16773068,74796,16767856,6331,4626,Tag0,D
-273,44,50,36999,16754457,4485,14039,7350,2501,1081,1394,Tag0,D
-541,44,50,345273,65878,15976,13814,16748417,12559,3659,1501,Tag0,D
-289,40,35,1264374,115670,20024,6687,16490,14772,3284,4772,Tag0,D
-247,38,50,119922,30671,14071,18534,20271,5073,3319,1647,Tag0,D
-126,53,54,594669,47878,72123,16756079,16745408,16748956,10532,1884,Tag0,D
506,44,48,898546,73375,4474,11864,16749439,5177,1737,1193,Tag0,D
-521,51,53,715247,183770,16755994,16744738,70130,16759467,5399,2129,Tag0,D
292,63,48,243278,30950,7534,14155,11613,11685,2130,1130,Tag0,D
-442,50,48,1059756,186870,209110,32064,16776125,24719,10920,1774,Tag0,D
-93,53,56,621622,31401,11019,6457,22914,3902,2161,813,Tag0,D
-64,54,63,153087,10218,4052,2891,3022,2975,394,16777172,Tag0,D
-72,51,57,904592,260266,16749018,87929,137966,16776361,11800,5466,Tag0,D
-48,53,54,1605148,228683,73073,74281,16752502,22208,10307,7084,Tag0,D
-300,51,50,678380,107312,30890,4800,14418,14759,722,1641,Tag0,D
65,47,43,414325,156764,16755166,10648,16747157,23430,3307,661,Tag0,D
-77,41,48,16760148,14794,1200,5600,4267,1811,451,446,Tag0,D
258,53,51,765145,16673,6702,9723,3855,6056,512,272,Tag0,D
-58,48,51,188607,161176,11893,19457,20779,8469,3461,2415,Tag0,D
-252,47,56,705405,16773027,15802,22089,12594,10019,3497,3382,Tag0,D
-356,51,53,16750985,24105,4938,2813,7199,4518,347,16777109,Tag0,D
345,47,48,448281,92836,25489,21801,10742,13315,2653,904,Tag0,D
-547,51,53,1872445,306244,63329,22117,16767998,16752962,10096,5518,Tag0,D
306,50,41,242343,158758,15646,9623,6336,14551,1118,2051,Tag0,D
-76,48,47,913670,148470,15901,16757357,29428,26760,7383,12458,Tag0,D
-358,41,47,402834,16770004,22305,4695,8246,3839,1351,417,Tag0,D
80,47,48,463153,8694,3738,690,1006,1874,238,16777201,Tag0,D
9,44,50,520135,171990,16868,16744879,16755166,20455,6477,2804,Tag0,D
1,44,50,679144,122261,14549,75697,16745529,16744778,10579,961,Tag0,D
41,50,51,1397299,55184,14323,16776147,16767537,15405,2398,3393,Tag0,D
-305,44,57,87491,16768420,15780,16767372,13602,11726,4832,2799,Tag0,D
123,43,70,40671,69815,16759167,24721,16757078,8513,5389,2696,Tag0,D
-321,30,77,152610,84604,21426,16759698,16745096,5871,7094,1788,Tag0,D
-279,20,70,413564,268075,16748430,16754891,6040,10065,7759,464,Tag0,D
-292,23,74,615176,21900,15516,17238,7664,6110,3777,1138,Tag0,D
75,41,54,18100,27873,1421,3746,12936,12274,6966,3797,Tag0,D
49,56,56,16750515,26318,12037,12826,6350,7812,2706,5516,Tag0,D
84,84,61,23879,23208,16745629,17205,20390,12394,6198,1418,Tag0,D
-292,69,75,11220,16768727,14189,10394,15133,7257,5887,2174,Tag0,D
25,70,70,16759664,26698,8125,13685,10849,10055,5397,3586,Tag0,D
37,70,70,16759664,26698,8125,13685,10849,10055,5397,3586,Tag0,D
11,66,69,25951,10181,13360,10056,12485,3640,4161,1223,Tag0,D
-278,67,75,1708,16764312,13614,18831,3633,8634,5478,1857,Tag0,D
19,64,84,12586,24881,5247,16753373,6478,10894,3825,3266,Tag0,D
18,67,96,8023,3239,12403,22678,5019,14155,7879,3631,Tag0,D
-260,74,90,23319,27108,12092,10213,11261,9058,4315,3177,Tag0,D
16,47,60,27955,16960,16760010,6229,17097,5854,6186,4487,Tag0,E
45,80,60,25779,9676,9076,10370,4544,18866,4190,3280,Tag0,E
-268,66,67,16750938,11413,29404,3941,6054,3295,5913,3062,Tag0,E
54,77,66,16750911,15674,9683,5130,8743,8778,3093,5147,Tag0,E
41,74,61,13052,16746929,16750132,4386,11108,4807,2765,841,Tag0,E
70,50,66,16748631,16747547,16747330,12451,12125,6479,3158,1404,Tag0,E
12,48,64,31075,10856,23162,11682,9107,3192,3346,3317,Tag0,E
40,34,87,24663,5659,25011,28723,3483,3733,4452,1547,Tag0,E
33,41,93,20578,7783,26135,4286,7032,5133,1360,1083,Tag0,E
59,54,84,65870,19091,10139,7779,19097,9696,1011,413,Tag0,E
48,77,61,67166,16749659,4823,3958,13131,20454,6349,810,Tag0,E
37,81,43,16757400,29009,21276,7797,9141,7011,2060,1325,Tag0,E
72,77,43,10714,12766,16751811,2082,10422,4708,1620,1042,Tag0,E
49,74,47,6561,16748453,31329,5172,10716,13751,3428,1377,Tag0,E
76,53,78,20107,10526,16768808,4460,3648,4852,2597,643,Tag0,E
74,50,83,21381,7226,9007,27276,23874,3572,1056,2174,Tag0,E
100,51,83,19408,11050,25759,11972,6894,4547,4066,1619,Tag0,E
67,40,83,25905,19371,5233,10552,8880,2178,8694,1493,Tag0,E
32,41,69,14237,16750201,16749116,9344,7373,6895,2540,868,Tag0,E
8,48,61,31600,32454,12489,9696,10570,8887,2316,1365,Tag0,E
17,54,57,2839,6658,17638,4485,7387,5144,1217,1098,Tag0,E
24,56,67,13214,16652,26918,10510,6992,4022,4963,1470,Tag0,E
13,66,60,17110,10716,4423,5948,14399,4231,1565,1205,Tag0,E
8,57,75,14181,15380,13252,11801,3741,3962,2228,658,Tag0,E
37,64,74,4846,18444,29003,2164,1536,6963,903,1606,Tag0,E
17,60,80,8276,18777,24444,1604,9872,5074,3334,769,Tag0,E
20,43,66,8664,16756182,30350,6860,24616,2207,2214,656,Tag0,E
-265,44,64,18383,18235,28716,5227,10954,6432,1138,402,Tag0,E
7,44,64,18383,18235,28716,5227,10954,6432,1138,402,Tag0,E
16,30,75,16755024,31967,20497,5962,4050,7278,1752,706,Tag0,E
54,30,88,9872,17478,16759201,2138,4717,1748,3641,633,Tag0,E
37,17,96,22497,13871,16753964,6868,6502,2761,1677,954,Tag0,E
56,26,77,7746,25917,9426,7489,6957,3303,2005,942,Tag0,E
43,35,80,16274,9034,13552,3508,3828,6217,1502,1295,Tag0,E
40,53,63,11080,16978,7971,1582,6393,3370,1116,1155,Tag0,E
42,75,53,18346,13596,14276,10892,3927,13123,1112,203,Tag0,E
40,75,61,18267,20866,27484,9056,4707,4462,2217,919,Tag0,E
7,51,69,29745,30373,16745461,16746320,1989,3597,2000,1038,Tag0,E
35,51,83,20045,2397,16647,10902,12300,3957,1192,1143,Tag0,E
36,38,80,5551,15371,7753,7455,5421,2726,2398,934,Tag0,E
52,35,78,30322,16832,12568,17151,11669,2510,1996,2083,Tag0,E
70,44,66,10015,21103,19573,3287,11300,3558,2349,627,Tag0,E
12,40,69,16751811,21001,16775452,3496,11103,6901,948,822,Tag0,E
20,34,80,25713,28473,16774024,6979,3133,4568,2755,188,Tag0,E
53,47,77,18319,25653,14159,8997,6415,8791,2195,1510,Tag0,E
34,56,75,1797,21890,5764,12265,5717,7910,2748,1004,Tag0,E
37,69,74,16744975,8742,12026,23600,3174,10268,1644,1300,Tag0,E
-264,67,63,28915,16751433,13220,30693,14133,3670,1819,572,Tag0,E
67,66,53,20050,16745722,6578,3909,6142,7513,1191,827,Tag0,E
3,78,51,17054,12558,10852,4910,6366,15963,934,671,Tag0,E
-286,67,43,7486,19112,19470,2870,6057,3911,1163,739,Tag0,E
32,64,43,14912,16753302,20093,16602,12957,2515,1645,908,Tag0,E
-275,53,60,29311,16749505,16760887,21234,5045,7180,1717,1129,Tag0,E
5,30,57,19802,16766522,8112,19283,13292,6724,1302,1729,Tag0,E
5,27,57,16750767,15078,10755,7679,9763,2461,1125,1616,Tag0,E
13,60,54,30950,6197,6781,2729,4818,9521,1288,1877,Tag0,E
29,67,44,9847,13657,3442,6563,3522,2855,1313,1215,Tag0,E
48,78,54,21113,11877,7188,16813,5934,7356,2100,1897,Tag0,E
-297,78,50,16761046,21119,5539,6094,2740,2546,1046,510,Tag0,E
33,57,24,16753736,20148,10623,10903,24000,5853,2379,1623,Tag0,E
38,53,50,24490,12161,15991,13750,6924,2826,3403,2453,Tag0,E
83,48,57,31565,16752512,10215,28853,11891,9636,1727,1116,Tag0,E
76,47,84,20013,22411,16759995,25920,5420,5174,5754,3996,Tag0,E
76,44,83,16764029,16473,10069,1702,15570,2946,4312,2366,Tag0,E
60,50,70,16750719,16246,14747,3104,12952,4284,5019,3153,Tag0,E
28,44,77,2588,20051,20742,7586,5162,2959,2449,830,Tag0,E
57,54,60,5505,16206,2427,9400,8969,4554,4732,2241,Tag0,E
58,48,64,67760,13318,7451,5827,8670,1561,5124,1742,Tag0,E
48,53,69,17159,13686,6480,11391,3200,6608,2009,1129,Tag0,E
43,54,66,17676,22503,1239,21938,7112,3671,2662,2981,Tag0,E
12,50,66,16750677,15748,6557,1243,3604,1980,947,244,Tag0,E
49,53,60,30837,16745782,3500,9946,7298,3533,3183,2334,Tag0,E
-268,60,57,12567,14318,8133,14148,2196,15330,1684,4637,Tag0,E
40,61,54,13524,14404,3528,7100,6946,2309,2807,1818,Tag0,E
33,75,63,1110,3399,9059,8395,6015,8020,1164,2918,Tag0,E
-282,83,75,5428,10071,8882,13075,9054,5268,3113,1261,Tag0,E
42,64,84,16749799,7168,13159,10872,3669,2078,7197,1555,Tag0,E
44,70,93,16773411,3061,12502,10475,11878,5696,5230,1594,Tag0,E
13,54,100,15543,7398,28771,20231,7462,3555,3697,1297,Tag0,E
-258,61,97,5776,5663,4038,5127,7097,4824,1838,737,Tag0,E
90,70,91,27823,5048,12027,11722,3413,3484,4572,1754,Tag0,E
1,84,78,10916,3578,6103,13455,20490,5805,1984,2489,Tag0,E
32,70,88,22703,18302,20884,11601,2920,4151,4325,1349,Tag0,E
56,64,90,16753759,18746,3755,21253,6771,7313,1065,2372,Tag0,E
36,54,94,10391,11222,25195,16762431,7192,3436,2287,1368,Tag0,E
49,41,94,16753378,30730,18619,11771,5846,4561,4281,1229,Tag0,E
12,47,88,16910,11970,4428,20060,11560,4854,2389,1505,Tag0,E
33,37,90,55774,20048,20066,18877,13190,3573,2478,1156,Tag0,E
-262,53,81,16161,4262,9075,14433,3888,6016,1564,616,Tag0,E
-260,64,80,6274,4625,864,16590,20729,4918,1557,1038,Tag0,E
19,61,70,17184,30048,1768,12000,5059,3788,2182,1781,Tag0,E
54,80,61,16137,2763,2342,3351,8762,3444,1458,769,Tag0,E
66,70,63,3328,8790,11129,16797,2095,3682,1755,1008,Tag0,E
-265,70,48,5550,10405,323,2010,7727,2689,2499,800,Tag0,E
16,75,57,4612,17384,1551,31900,8487,6825,1939,1164,Tag0,E
61,61,69,19135,9846,18348,12321,12496,3796,2366,1573,Tag0,E
34,64,67,10663,6640,10270,23100,13397,4764,2109,2576,Tag0,E
2,64,67,10663,6640,10270,23100,13397,4764,2109,2576,Tag0,E
51,67,75,19628,5265,10292,2925,5645,3322,2145,780,Tag0,E
56,63,75,16761983,31861,9928,16758964,8252,5599,3090,1142,Tag0,E
48,70,74,8996,5490,1869,26758,9905,9692,4220,1410,Tag0,E
18,70,80,5688,6695,1211,7292,4757,4060,3002,1764,Tag0,E
36,63,83,7188,10077,11153,10275,6647,2198,861,932,Tag0,E
65,64,80,16769570,15936,16507,9377,4654,3344,4186,2515,Tag0,E
29,51,60,16752254,16748479,909,8111,20749,3436,4544,2167,Tag0,E
16,38,63,19826,16747928,27034,14391,11563,5935,5406,1599,Tag0,E
52,48,53,326185,29276,6075,7924,6515,7972,4741,3013,Tag0,E
59,44,53,7497,9912,4842,21247,10065,1989,5575,1993,Tag0,E
39,60,67,22997,11117,7615,5261,3879,6940,7089,1709,Tag0,E
19,67,77,2613,5197,21262,11974,6523,6724,1782,707,Tag0,E
32,66,91,24497,8453,19203,16252,8627,6844,725,2310,Tag0,E
-310,66,94,114595,24983,16770302,8797,9375,5954,3045,3734,Tag0,E
-126,47,88,230709,56762,25234,17840,14341,6189,9897,1913,Tag0,E
38,41,78,68785,22426,2252,22753,4063,5342,2748,1167,Tag0,E
5,50,69,9462,2425,6851,7583,13549,6714,1808,1514,Tag0,E
42,64,60,13268,5825,257,8302,3496,3777,1554,3334,Tag0,E
38,80,64,16752732,30236,11870,11066,7565,7937,3952,947,Tag0,E
48,78,66,10429,11576,15741,2036,7403,2927,1275,475,Tag0,E
-263,57,87,313631,14960,16750571,4235,4611,10694,7941,2075,Tag0,E
-266,64,78,15102,25846,11160,22428,8251,9852,13403,1318,Tag0,E
40,70,80,21769,9337,16756151,15339,14900,12994,8138,1391,Tag0,E
42,53,78,139946,92853,39037,25691,18711,6066,1544,2249,Tag0,E
12,44,78,30761,27166,28413,24120,4669,6307,4350,3132,Tag0,E
-300,37,83,23234,19892,24419,27279,4615,4094,3129,444,Tag0,E
18,35,70,352969,16752122,881,15845,8536,9321,13828,2777,Tag0,E
56,43,80,152438,12207,16759491,14622,4812,5413,7640,3151,Tag0,E
40,41,75,16745393,16767288,16760200,7691,2422,7388,5558,3114,Tag0,E
16,60,69,14426,12714,21730,9059,5127,15095,2383,1656,Tag0,E
22,56,80,22986,17846,18988,9570,4016,5530,4184,1419,Tag0,E
75,63,81,18205,9779,16768336,10184,2177,9348,1498,714,Tag0,E
43,51,94,422546,19630,134402,16751741,11883,3897,2863,2054,Tag0,E
54,35,93,65224,72544,16758338,18853,5382,8089,917,4074,Tag0,E
113,38,87,16770798,26109,10156,7779,11787,7106,1956,1556,Tag0,E
-277,35,81,16749945,17607,19562,28831,6015,6073,6790,1835,Tag0,E
27,44,69,205547,26118,10064,16744827,3245,4039,3682,1179,Tag0,E
-267,47,70,237877,16751284,22231,16744499,9603,6825,5023,2262,Tag0,E
-273,35,75,16756098,29924,9912,15684,7570,2813,1979,1454,Tag0,E
101,38,74,31302,15793,13179,15747,1052,6160,7572,1711,Tag0,E
23,38,83,16752139,7262,84828,8654,8475,6272,2251,1568,Tag0,E
44,35,87,16757709,25127,16766192,10119,17494,4172,8787,895,Tag0,E
41,35,100,16762293,6932,16761644,22213,8509,4192,2134,2838,Tag0,E
61,37,94,16761929,16045,22959,3311,13531,6601,3604,4013,Tag0,E
52,37,87,27720,16759296,25236,88602,18347,9929,4326,1433,Tag0,E
40,38,97,16322,6341,84831,16744519,5012,6599,2532,2249,Tag0,E
97,48,83,30204,16745577,18080,7216,7159,8639,5211,4549,Tag0,E
55,40,91,34445,22424,16776811,5176,1932,7113,3393,3369,Tag0,E
33,38,96,13152,10745,16769380,21530,12230,4600,2123,4440,Tag0,E
72,37,83,6345,16746423,30895,12056,4083,3389,4119,2380,Tag0,E
37,23,94,16760683,16760649,103352,10152,3251,7497,4384,1750,Tag0,E
93,23,94,66789,23669,81900,7408,5811,9714,5574,2202,Tag0,E
-258,24,84,404040,72691,16752861,16751528,3279,8086,8891,3865,Tag0,E
97,17,91,67960,26639,16760888,16765493,13302,3353,5215,1922,Tag0,E
4,26,91,16436,30334,81077,25182,3176,10648,5381,2471,Tag0,E
13,24,93,17341,18074,16748420,16760933,1679,7740,3708,666,Tag0,E
3,24,100,16051,25394,93204,14608,18248,7251,5040,2941,Tag0,E
82,24,97,11875,16774739,61316,4947,6387,4570,3942,1426,Tag0,E
-293,13,97,76394,16766788,162845,26212,9300,5969,5005,3702,Tag0,E
10,8,100,20900,16745926,234646,10258,3609,14521,7967,2663,Tag0,E
5,1,100,16752954,16746427,149613,25775,3753,6365,3667,3132,Tag0,E
36,10,100,16766626,16765030,16749754,23411,5360,6689,1720,2484,Tag0,E
-269,21,100,16746421,16359,31616,24860,5232,5550,3336,1267,Tag0,E
90,24,84,131309,67260,16767287,14699,4604,7882,2448,2017,Tag0,E
34,35,84,16745538,9034,16773150,20137,2656,7082,7050,3231,Tag0,E
-261,35,88,27507,14214,16752547,14239,15832,4051,1974,1551,Tag0,E
68,37,87,76372,18636,23147,30134,10164,6753,3041,2543,Tag0,E
52,44,96,20240,4167,25427,7830,2537,4280,5730,1800,Tag0,E
13,44,96,9835,9209,16764258,11265,3893,5395,6965,3281,Tag0,E
49,43,93,16744341,76713,78581,11950,5990,8601,4388,2000,Tag0,E
58,41,90,7449,25245,8699,30672,7635,5441,3854,2808,Tag0,E
16,47,83,11931,10090,24378,18082,9174,8111,4799,1345,Tag0,E
27,48,80,17268,13793,31395,29878,6230,6119,2202,1812,Tag0,E
10,64,81,15399,8010,21835,902,3403,8266,4434,2915,Tag0,E
55,63,93,15586,10724,50413,10438,6849,9315,5067,2099,Tag0,E
-278,43,100,7745,12746,94761,8535,3409,2953,3969,1032,Tag0,E
55,44,96,12754,17088,30355,6108,10528,4524,3073,2863,Tag0,E
0,38,94,16680,16746524,16758687,4511,3907,13087,7274,1301,Tag0,E
37,27,84,84740,16746330,16775795,15490,15834,2703,2587,3023,Tag0,E
32,67,67,1341956,6611,2812,4535,1274,2350,868,196,Tag0,E
197,67,67,238960,16561,18601,20658,16498,17070,8966,7079,Tag0,E
29,67,67,369681,2342,2037,413,409,841,16777211,77,Tag0,E
-282,67,67,581993,62563,13392,7232,11459,10765,6598,2501,Tag0,E
1906,67,67,527178,13095,2198,4533,6497,7386,1387,162,Tag0,E
-356,67,67,829368,16755523,22167,17228,6840,8526,5099,4043,Tag0,E
-301,67,67,578238,16758249,16748112,25823,14009,6234,2832,562,Tag0,E
17,50,53,46616,9840,982,4847,1129,1333,522,16777168,Tag0,E
104,29,61,1387966,71151,24197,22207,22861,18477,4450,1061,Tag0,E
-118,29,61,260226,21702,11522,4020,4884,16880,9901,1718,Tag0,E
258,38,78,213230,6773,2607,9473,2367,4451,1415,1496,Tag0,E
-315,54,69,880895,152326,16758398,16766154,16767592,71215,16746854,7351,Tag0,E
-346,60,53,654947,76940,3463,8877,6888,7587,3770,4754,Tag0,E
-232,38,43,671349,212909,16748800,4182,9355,16556,5940,2674,Tag0,E
-119,38,43,1025717,16746999,4872,6683,3125,5292,919,715,Tag0,E
34,48,30,1049449,239672,16770917,98270,127467,222725,47145,11755,Tag0,E
-292,40,38,867701,146641,68572,138364,93059,67478,69647,2479,Tag0,E
74,67,50,1026109,22701,689,12239,6273,9357,3077,467,Tag0,E
-177,94,60,2634741,61225,16771306,29054,16759369,16757557,22870,11968,Tag0,E
-63,87,61,16753059,14699,2555,5753,3979,6371,2324,16777143,Tag0,E
97,77,53,660598,96676,16745486,14276,6917,19458,8232,1012,Tag0,E
-264,43,30,1026799,798851,21486,24887,21487,16750005,31891,7770,Tag0,E
-75,38,29,1345878,306839,83960,83936,88425,89327,77078,11363,Tag0,E
-360,11,23,268665,46288,15988,8383,19013,9950,3776,3227,Tag0,E
-1469,17,23,1569012,247191,84610,16760896,72066,16776293,21604,3744,Tag0,E
10,17,23,543289,16758101,14313,12592,7075,14736,2247,543,Tag0,E
28,60,35,475603,32499,1519,7800,7519,28381,12396,1733,Tag0,E
40,57,43,747552,16748604,17724,14098,1373,13609,2379,473,Tag0,E
43,81,53,1277991,16756257,16747311,16746786,89799,16744983,26035,2005,Tag0,E
45,87,56,349337,16770050,16744426,8106,25531,28174,7704,8366,Tag0,E
52,66,53,230440,16754941,2788,3635,10393,9784,3193,2643,Tag0,E
-258,63,53,359295,97156,16767246,16753673,11450,27096,11360,4698,Tag0,E
-284,47,48,97068,109969,16761687,25449,16768927,28941,16745401,4745,Tag0,E
-276,44,23,424309,16767986,676,1993,22966,13574,2037,1212,Tag0,E
50,53,44,58045,16772356,16756183,16193,10720,16749454,7288,7964,Tag0,E
22,66,37,1661357,16766789,24008,18293,16763206,31979,12594,14259,Tag0,E
4,77,44,1555157,32864,16764167,17717,24762,16747195,9670,7957,Tag0,E
-257,77,70,119677,20009,10737,6703,7588,8358,3118,931,Tag0,E
-315,80,64,156873,27651,10852,4393,10072,17360,6601,944,Tag0,E
-259,77,61,449480,135637,14595,28385,29638,16758427,15079,14226,Tag0,E
91,80,66,558208,29141,19433,16752618,25284,23670,23035,3520,Tag0,E
81,84,53,35047,16750326,7493,825,8363,14946,8401,1326,Tag0,E
36,70,54,368274,147742,18717,16764604,16748000,16750779,14314,8097,Tag0,E
26,53,54,245015,16755244,4533,6830,4330,4902,3831,2017,Tag0,E
36,61,50,2016292,16772548,32025,26126,27399,16762477,12747,4975,Tag0,E
88,51,61,16745161,16769235,16243,16746218,16751829,19585,19951,2812,Tag0,E
37,48,66,1585405,38002,16751197,16761990,16754087,24775,17817,4489,Tag0,E
83,51,78,235339,94409,40606,13674,16763795,26333,9424,2041,Tag0,E
82,17,69,292509,220890,14787,16752516,16758034,15070,6840,4137,Tag0,E
96,11,77,596274,16745037,14557,25738,7189,8708,2528,1801,Tag0,E
51,10,81,755599,16753878,9025,90555,16765078,17630,19105,1669,Tag0,E
53,16,75,30612,16770894,23558,14960,24073,15270,6035,1058,Tag0,E
80,44,81,16770464,16746168,11382,26759,16768370,21656,9536,1953,Tag0,E
-86,56,88,43383,20120,23386,78738,15858,27720,14463,4655,Tag0,E
34,63,77,47460,40319,20469,31502,16750899,28871,7089,2316,Tag0,E
-45,74,74,371767,16773443,13139,26089,16753298,31048,30572,10367,Tag0,E
50,57,77,355911,90774,8016,16761986,16748778,18732,5451,3606,Tag0,E
